text,zone_id,parameter,direction,intensity,source
it's sticky in here,UNSPECIFIED,humidity,decrease,moderate,template_train
it is so dry my throat hurts in the master bedroom,zone_bedroom,humidity,increase,strong,template_train
kitchen is colder than I'd like,zone_kitchen,temperature,increase,moderate,template_train
"can you do something about the lounge, it's slightly breezy",zone_living,airflow,decrease,mild,template_train
"please fix teh kitchen, it's unbearably hot",zone_kitchen,temperature,decrease,strong,template_train
we're sitting in the work room and it's so dry my throat hurts,zone_office,humidity,increase,strong,template_train
it's been sweltering in the my room all day,zone_bedroom,temperature,decrease,strong,template_train
"can you do something about the guest room, it's quite hot",zone_bedroom,temperature,decrease,moderate,template_train
"can you do something about the mud room, it's unbearably muggy",zone_common,humidity,decrease,strong,template_train
it's way too dry again in here,UNSPECIFIED,humidity,increase,strong,template_train
it's been slightly breezy in the hallway all day,zone_common,airflow,decrease,mild,template_train
it's colder than I'd like,UNSPECIFIED,temperature,increase,moderate,template_train
it is absolutely freezing in the kitchen,zone_kitchen,temperature,increase,strong,template_train
the bath is not enough air moving,zone_bathroom,airflow,increase,moderate,template_train
"can you do something about teh bathroom, it's a little too warm",zone_bathroom,temperature,decrease,mild,template_train
it is slightly dry in the my son's room,zone_bedroom,humidity,increase,mild,template_train
now it's a little cold,UNSPECIFIED,temperature,increase,mild,template_train
not enough air moving in teh my son's room again,zone_bedroom,airflow,increase,moderate,template_train
getting a bit chilly,UNSPECIFIED,temperature,increase,mild,template_train
washroom is so dry my throat hurts,zone_bathroom,humidity,increase,strong,template_train
it is blasting air everywhere in the kitchen,zone_kitchen,airflow,decrease,strong,template_train
we're sitting in the my room and it's slightly dry,zone_bedroom,humidity,increase,mild,template_train
washroom is a bit chilly,zone_bathroom,temperature,increase,mild,template_train
slightly stale in teh bed room again,zone_bedroom,airflow,increase,mild,template_train
it's been a little clammy in the kitchen all day,zone_kitchen,humidity,decrease,mild,template_train
we're sitting in the guest room and it's airless,zone_bedroom,airflow,increase,moderate,template_train
"please fix the study, it's way too dry",zone_office,humidity,increase,strong,template_train
the mud room is like an icebox,zone_common,temperature,increase,strong,template_train
like a wind tunnel in the bathroom again,zone_bathroom,airflow,decrease,strong,template_train
"please fix the kitchen, it's slightly warm",zone_kitchen,temperature,decrease,mild,template_train
it is blasting air everywhere in the work room,zone_office,airflow,decrease,strong,template_train
it's been blasting air everywhere in the bed room all day,zone_bedroom,airflow,decrease,strong,template_train
"please fix the washroom, it's slightly stale",zone_bathroom,airflow,increase,mild,template_train
"can you do something about the hallway, it's completely airless",zone_common,airflow,increase,strong,template_train
"can you do something about the hallway, it's like a wind tunnel",zone_common,airflow,decrease,strong,template_train
"can you do something about the washroom, it's sweltering",zone_bathroom,temperature,decrease,strong,template_train
honestly it's just way too cold,UNSPECIFIED,temperature,increase,strong,template_train
"can you do something about the sitting room, it's swampy",zone_living,humidity,decrease,strong,template_train
it is like an icebox in the my son's room,zone_bedroom,temperature,increase,strong,template_train
"can you do something about the washroom, it's airless",zone_bathroom,airflow,increase,moderate,template_train
now it's slightly stale,UNSPECIFIED,airflow,increase,mild,template_train
we're sitting in the study and it's way too hot,zone_office,temperature,decrease,strong,template_train
we're sitting in the work room and it's way too hot,zone_office,temperature,decrease,strong,template_train
it's humid again in here,UNSPECIFIED,humidity,decrease,moderate,template_train
it's slightly stale again in here,UNSPECIFIED,airflow,increase,mild,template_train
"can you do something about the drawing hall, it's really dry",zone_living,humidity,increase,moderate,template_train
dry in the kitchen again,zone_kitchen,humidity,increase,moderate,template_train
we're sitting in the bathroom and it's windy,zone_bathroom,airflow,decrease,moderate,template_train
we're sitting in the my room and it's too drafty,zone_bedroom,airflow,decrease,moderate,template_train
still a touch stuffy and warm,UNSPECIFIED,temperature,decrease,mild,template_train
honestly it's just unbearably hot,UNSPECIFIED,temperature,decrease,strong,template_train
"please fix the kitchen, it's really dry",zone_kitchen,humidity,increase,moderate,template_train
it's been unbearably muggy in the washroom all day,zone_bathroom,humidity,decrease,strong,template_train
"can you do something about the kitchen, its sticky",zone_kitchen,humidity,decrease,moderate,template_train
game room is muggy,zone_living,humidity,decrease,moderate,template_train
it's been slightly stale in the dining area all day,zone_common,airflow,increase,mild,template_train
honestly it's just a touch cold,UNSPECIFIED,temperature,increase,mild,template_train
the guest room is blasting air everywhere,zone_bedroom,airflow,decrease,strong,template_train
slightly breezy in the kitchen again,zone_kitchen,airflow,decrease,mild,template_train
bed room is too stuffy,zone_bedroom,airflow,increase,moderate,template_train
getting drafty,UNSPECIFIED,airflow,decrease,moderate,template_train
now it's muggy,UNSPECIFIED,humidity,decrease,moderate,template_train
it's been slightly stale in the study room all day,zone_office,airflow,increase,mild,template_train
kitchen is windy,zone_kitchen,airflow,decrease,moderate,template_train
still drafty,UNSPECIFIED,airflow,decrease,moderate,template_train
absolutely freezing in the study again,zone_office,temperature,increase,strong,template_train
we're sitting in the study room and it's dripping with humidity,zone_office,humidity,decrease,strong,template_train
teh bath is dripping with humidity,zone_bathroom,humidity,decrease,strong,template_train
it's been slightly breezy in the kitchen all day,zone_kitchen,airflow,decrease,mild,template_train
the dining room is windy,zone_common,airflow,decrease,moderate,template_train
getting slightly dry,UNSPECIFIED,humidity,increase,mild,template_train
the sitting room is muggy,zone_living,humidity,decrease,moderate,template_train
dining room is quite hot,zone_common,temperature,decrease,moderate,template_train
"can you do something about the front room, it's a touch cold",zone_living,temperature,increase,mild,template_train
it's been slightly stale in the sitting room all day,zone_living,airflow,increase,mild,template_train
it's been unbearably hot in the living room all day,zone_living,temperature,decrease,strong,template_train
suffocating in the bedroom again,zone_bedroom,airflow,increase,strong,template_train
it is completely airless in the living room,zone_living,airflow,increase,strong,template_train
we're sitting in the study and it's a bit humid,zone_office,humidity,decrease,mild,template_train
"can you do something about the master bedroom, it's a touch cold",zone_bedroom,temperature,increase,mild,template_train
"please fix the kitchen, it's a touch stuffy and warm",zone_kitchen,temperature,decrease,mild,template_train
kitchen is warmer than I'd like,zone_kitchen,temperature,decrease,moderate,template_train
it is sweltering in the kitchen,zone_kitchen,temperature,decrease,strong,template_train
"please fix the kitchen, it's sticky",zone_kitchen,humidity,decrease,moderate,template_train
sitting room is slightly dry,zone_living,humidity,increase,mild,template_train
honestly it's just suffocating,UNSPECIFIED,airflow,increase,strong,template_train
it's been way too hot in the kitchen all day,zone_kitchen,temperature,decrease,strong,template_train
it's been boiling in the kitchen all day,zone_kitchen,temperature,decrease,strong,template_train
"please fix the sitting room, it's way too dry",zone_living,humidity,increase,strong,template_train
it's really dry,UNSPECIFIED,humidity,increase,moderate,template_train
"can you do something about the drawing hall, it's airless",zone_living,airflow,increase,moderate,template_train
getting unbearably muggy,UNSPECIFIED,humidity,decrease,strong,template_train
we're sitting in the hallway and it's slightly dry,zone_common,humidity,increase,mild,template_train
"please fix the bath, it's slightly stale",zone_bathroom,airflow,increase,mild,template_train
"can you do something about the master bedroom, it's absolutely freezing",zone_bedroom,temperature,increase,strong,template_train
too hot in the washroom again,zone_bathroom,temperature,decrease,moderate,template_train
"please fix the study, it's a little cold",zone_office,temperature,increase,mild,template_train
it is too cold in the lobby,zone_common,temperature,increase,moderate,template_train
it's been humid in the bathroom all day,zone_bathroom,humidity,decrease,moderate,template_train
it's been drafty in the work room all day,zone_office,airflow,decrease,moderate,template_train
